timestamp,object_id,label,image_name,detection_index,display_x,display_y,anchor_x,anchor_y,projected_x,projected_y,bbox_x0,bbox_y0,bbox_x1,bbox_y1,temp_mean_c,temp_max_c,confidence,pixels,people_count_total,people_count_within_1m,people_count_within_2m,people_count_within_3m,nearest_person_distance,mean_person_distance,nearest_person_dx,nearest_person_dy
2025-04-23 10:58:00,light_4,Light,IR_57323.jpg,3,10.635485,3.755376,10.635485,3.755376,11.720286,3.714601,542,9,639,41,32.95176696777344,36.099998474121094,0.9148849571607388,724,1,0,0,0,7.284148228427535,7.284148228427535,-7.051901999999999,-1.8246900000000001
2025-04-23 10:58:00,machine_3,Machine,IR_57323.jpg,2,1.256375,0.800275,1.256375,0.800275,0.805963,0.49462,239,75,259,97,24.496095657348633,24.884679794311523,0.7320342732367114,107,1,0,0,1,2.587223628561126,2.587223628561126,2.3272079999999997,1.130411
2025-04-23 10:58:00,person_frame_00001,Person,IR_57323.jpg,1,3.583583,1.930686,,,3.583583,1.930686,310,12,417,201,33.99591064453125,35.94669723510742,0.923752573,9397,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 10:58:00,window_1,Window,IR_57323.jpg,4,0.656777,0.181031,0.656777,0.181031,8.786443,1.498029,292,0,345,64,32.92494583129883,34.32759094238281,0.9393211839301736,1045,1,0,0,0,3.4099099666502926,3.4099099666502926,2.926806,1.749655
2025-04-23 14:29:00,light_1,Light,IR_57329.jpg,16,2.565493,0.939902,2.565493,0.939902,2.26785,0.899815,233,13,282,37,23.81220245361328,25.136253356933594,0.9385157700611336,446,5,0,0,0,5.038218447234697,8.894858267568653,5.03797,0.05003400000000002
2025-04-23 14:29:00,light_2,Light,IR_57329.jpg,15,6.45337,1.775548,6.45337,1.775548,6.380216,1.747112,325,20,366,43,24.562267303466797,26.90245056152344,0.9287745857822056,327,5,0,1,1,1.392802973572716,5.020402414345002,1.150093,-0.7856119999999999
2025-04-23 14:29:00,light_3,Light,IR_57328.jpg,16,8.058769,3.694192,8.058769,3.694192,8.39923,3.730263,424,38,511,65,22.891216278076172,30.96563720703125,0.9417636332538842,885,5,0,0,1,2.742317280544321,4.14790466268643,-0.4553060000000002,-2.704256
2025-04-23 14:29:00,light_4,Light,IR_57329.jpg,14,10.635485,3.755376,10.635485,3.755376,12.705976,3.874044,426,38,625,65,24.214170455932617,31.224098205566406,0.9309379099279356,1882,5,0,1,4,1.9114418324484803,2.6616619241345054,1.9028970000000012,0.1805349999999999
2025-04-23 14:29:00,machine_2,Machine,IR_57328.jpg,9,6.712124,0.311429,6.712124,0.311429,7.656949,0.317902,115,189,147,264,26.880054473876953,30.480953216552734,0.902009848,1039,5,0,1,1,1.1202039823041154,5.034133267954231,0.8913389999999994,0.678507
2025-04-23 14:29:00,machine_3,Machine,IR_57329.jpg,13,1.256375,0.800275,1.256375,0.800275,1.15647,0.426707,196,103,224,153,24.912694931030273,28.922836303710938,0.8691531146014179,540,5,0,0,0,6.349921052632465,10.204871674141277,6.347087999999999,0.18966100000000008
2025-04-23 14:29:00,machine_4,Machine,IR_57328.jpg,11,4.016633,2.938567,4.016633,2.938567,3.870815,2.92559,406,149,427,168,23.014835357666016,26.044857025146484,0.7939926751769415,101,5,0,0,0,4.081974059577179,7.470352698042992,3.58683,-1.9486309999999998
2025-04-23 14:29:00,machine_6,Machine,IR_57328.jpg,8,7.78864,3.706367,7.78864,3.706367,6.406042,3.707942,487,205,517,232,23.19818687438965,32.130374908447266,0.874719845,322,5,0,0,1,2.722735370742078,4.348793204905077,-0.18517700000000037,-2.716431
2025-04-23 14:29:00,person_frame_00002,Person,IR_57328.jpg,1,12.287444,1.847935,,,12.287444,1.847935,117,222,360,480,28.78631591796875,32.53009033203125,0.9823582709293396,39060,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:29:00,person_frame_00003,Person,IR_57328.jpg,2,7.603463,0.989936,,,7.603463,0.989936,70,187,106,305,27.618549346923828,32.38908767700195,0.8723979128957269,1761,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:29:00,person_frame_00004,Person,IR_57329.jpg,1,12.538382,3.935911,,,12.538382,3.935911,590,407,640,480,29.383495330810547,32.24407196044922,0.8411946306990753,1852,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:29:00,person_frame_00005,Person,IR_57329.jpg,2,11.733175,1.237875,,,11.733175,1.237875,70,239,196,480,28.32214355,34.30853271484375,0.9339992440032804,14633,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:29:00,person_frame_00006,Person,IR_57329.jpg,3,12.4622,2.88527,,,12.4622,2.88527,253,207,547,480,30.009952545166016,34.46139907836914,0.9741876295690992,39313,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:29:00,screen_2,Screen,IR_57329.jpg,18,10.59805,2.839168,10.59805,2.839168,7.646467,2.402889,343,273,399,317,25.497922897338867,26.34111785888672,0.8122741644576712,1117,5,0,3,4,1.8647199835106598,2.3069294589700795,1.8641499999999986,0.046101999999999865
2025-04-23 14:29:00,window_1,Window,IR_57328.jpg,21,0.656777,0.181031,0.656777,0.181031,0.643283,0.178117,139,57,181,127,24.917556762695312,25.788238525390625,0.972213073,1613,5,0,0,0,6.99362378753826,10.888366255042754,6.946686,0.808905
2025-04-23 14:32:00,light_1,Light,IR_57334.jpg,14,2.565493,0.939902,2.565493,0.939902,2.149277,0.879168,233,13,281,36,22.289213180541992,23.52074432373047,0.9401753491694383,404,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:32:00,light_2,Light,IR_57335.jpg,13,6.45337,1.775548,6.45337,1.775548,6.442442,1.889607,325,20,372,44,22.664939880371097,25.17997360229492,0.9162290903332928,387,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:32:00,light_4,Light,IR_57335.jpg,12,10.635485,3.755376,10.635485,3.755376,12.762039,3.875091,426,39,628,65,22.476572036743164,25.79002571105957,0.9298767296276071,1774,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:32:00,machine_1,Machine,IR_57335.jpg,1,9.789152,0.241733,9.789152,0.241733,11.750754,3.590446,613,379,634,403,23.595144271850582,24.274761199951172,0.7552252021624888,139,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:32:00,machine_2,Machine,IR_57335.jpg,8,6.712124,0.311429,6.712124,0.311429,7.327584,0.323288,115,186,147,268,24.65207862854004,25.852924346923828,0.895020069,1136,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:32:00,machine_3,Machine,IR_57335.jpg,11,1.256375,0.800275,1.256375,0.800275,1.297527,0.360187,195,107,217,136,23.346336364746097,25.719972610473633,0.8343101003062185,199,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:32:00,machine_4,Machine,IR_57334.jpg,10,4.016633,2.938567,4.016633,2.938567,3.864393,2.907396,405,148,427,169,21.965436935424805,23.180492401123047,0.7913979281898306,119,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:32:00,machine_6,Machine,IR_57335.jpg,7,7.78864,3.706367,7.78864,3.706367,6.413614,3.705847,488,205,516,232,22.306011199951172,25.864578247070312,0.8569156862654776,265,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:32:00,screen_2,Screen,IR_57335.jpg,16,10.59805,2.839168,10.59805,2.839168,11.240421,2.753725,340,275,476,365,22.81091881,24.429584503173828,0.9138186466668629,8498,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:32:00,window_1,Window,IR_57334.jpg,17,0.656777,0.181031,0.656777,0.181031,0.626159,0.174305,138,57,179,130,24.106430053710938,25.40114402770996,0.971113605,1569,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:33:00,light_1,Light,IR_57336.jpg,15,2.565493,0.939902,2.565493,0.939902,1.982172,0.854372,234,13,280,36,22.249034881591797,23.39214134216309,0.9352575745245424,396,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:33:00,light_2,Light,IR_57337.jpg,13,6.45337,1.775548,6.45337,1.775548,6.506463,1.775548,325,20,367,44,22.784236907958984,25.255115509033203,0.9263200255157557,359,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:33:00,light_3,Light,IR_57336.jpg,13,8.058769,3.694192,8.058769,3.694192,8.371162,3.732229,425,39,513,64,21.896350860595703,25.899999618530273,0.9292971432864012,819,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:33:00,light_4,Light,IR_57336.jpg,12,10.635485,3.755376,10.635485,3.755376,10.722148,3.756675,515,39,628,63,23.03118133544922,25.760250091552734,0.934587837445854,909,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:33:00,machine_1,Machine,IR_57337.jpg,1,9.789152,0.241733,9.789152,0.241733,11.707907,3.587609,612,380,633,403,23.629629135131836,24.21259117126465,0.7534881360603102,132,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:33:00,machine_2,Machine,IR_57336.jpg,8,6.712124,0.311429,6.712124,0.311429,7.262086,0.324058,115,185,147,268,24.62590217590332,25.793031692504883,0.893294822,1145,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:33:00,machine_3,Machine,IR_57337.jpg,11,1.256375,0.800275,1.256375,0.800275,1.342795,0.357055,195,108,217,135,23.363405227661133,25.80931854248047,0.8260688781738281,180,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:33:00,machine_4,Machine,IR_57336.jpg,10,4.016633,2.938567,4.016633,2.938567,3.875997,2.927344,406,148,428,168,21.945526123046875,23.01685905456543,0.7854390187306447,111,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:33:00,machine_6,Machine,IR_57337.jpg,7,7.78864,3.706367,7.78864,3.706367,6.413614,3.705847,488,205,516,232,22.27912712097168,25.899999618530273,0.8558509797428759,261,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:33:00,screen_2,Screen,IR_57336.jpg,17,10.59805,2.839168,10.59805,2.839168,11.229475,2.747258,340,275,475,366,22.779417037963867,24.374011993408203,0.9154285242400342,8479,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:33:00,window_1,Window,IR_57336.jpg,18,0.656777,0.181031,0.656777,0.181031,0.625889,0.175068,138,57,179,131,24.030109405517575,25.385887145996097,0.9727094146304124,1582,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:34:00,light_1,Light,IR_57339.jpg,15,2.565493,0.939902,2.565493,0.939902,2.149277,0.879168,233,13,281,36,22.14771842956543,23.227785110473633,0.9364213354793596,405,0,0,0,0,-1.0,-1.0,-1.0,-1.0
2025-04-23 14:34:00,light_2,Light,IR_57338.jpg,13,6.45337,1.775548,6.45337,1.775548,6.506463,1.775548,325,20,367,44,22.81920815,25.278175354003903,0.926419957839058,353,0,0,0,0,-1.0,-1.0,-1.0,-1.0
